Date,Site,Transect,Meas_Type,Depth_cm_initial,Depth_ft_initial,Width_m,Depth_cm_final,Approx_lat,Approx_long,Width_method,notes
7/9/2023,SfkEel_Miranda,10,Width,,,NA,,40.1887749,-123.7708062,GPS,the other coordinate is definitely incorrect
7/9/2023,SfkEel_Miranda,10,Depth,55,,,55,,,,
7/9/2023,SfkEel_Miranda,10,Depth,120,,,120,,,,
7/9/2023,SfkEel_Miranda,10,Depth,,5.6,,171,,,,
7/9/2023,SfkEel_Miranda,10,Depth,,5.5,,168,,,,
7/9/2023,SfkEel_Miranda,10,Depth,,5.3,,162,,,,
7/9/2023,SfkEel_Miranda,10,Depth,,6.5,,198,,,,
7/9/2023,SfkEel_Miranda,10,Depth,,9,,274,,,,
7/9/2023,SfkEel_Miranda,10,Depth,,5.4,,165,,,,
7/9/2023,SfkEel_Miranda,11,Width,,,35.14,,40.1896013,-123.7699115,GPS,
7/9/2023,SfkEel_Miranda,11,Depth,,4.8,,146,,,,
7/9/2023,SfkEel_Miranda,11,Depth,,9.6,,293,,,,
7/9/2023,SfkEel_Miranda,11,Depth,,6.6,,201,,,,
7/9/2023,SfkEel_Miranda,11,Depth,,4,,122,,,,
7/9/2023,SfkEel_Miranda,11,Depth,30,,,30,,,,
7/9/2023,SfkEel_Miranda,11,Depth,18,,,18,,,,
7/9/2023,SfkEel_Miranda,11,Depth,14,,,14,,,,
7/9/2023,SfkEel_Miranda,11,Depth,10,,,10,,,,
7/9/2023,SfkEel_Miranda,12,Width,,,34.71,,40.1904126,-123.7697437,GPS,
7/9/2023,SfkEel_Miranda,12,Depth,,4.8,,146,,,,
7/9/2023,SfkEel_Miranda,12,Depth,,9.9,,302,,,,
7/9/2023,SfkEel_Miranda,12,Depth,,8.8,,268,,,,
7/9/2023,SfkEel_Miranda,12,Depth,,3.4,,104,,,,
7/9/2023,SfkEel_Miranda,12,Depth,,1,,30,,,,
7/9/2023,SfkEel_Miranda,12,Depth,95,,,95,,,,
7/9/2023,SfkEel_Miranda,12,Depth,75,,,75,,,,
7/9/2023,SfkEel_Miranda,12,Depth,18,,,18,,,,
7/9/2023,SfkEel_Miranda,13,Width,,,20.79,,40.1923953,-123.7696254,GPS,
7/9/2023,SfkEel_Miranda,13,Depth,13,,,13,,,,
7/9/2023,SfkEel_Miranda,13,Depth,65,,,65,,,,
7/9/2023,SfkEel_Miranda,13,Depth,65,,,65,,,,
7/9/2023,SfkEel_Miranda,13,Depth,50,,,50,,,,
7/9/2023,SfkEel_Miranda,13,Depth,40,,,40,,,,
7/9/2023,SfkEel_Miranda,13,Depth,28,,,28,,,,
7/9/2023,SfkEel_Miranda,13,Depth,55,,,55,,,,
7/9/2023,SfkEel_Miranda,13,Depth,32,,,32,,,,
7/9/2023,SfkEel_Miranda,14,Width,,,12.41,,40.1934322,-123.7697071,GPS,
7/9/2023,SfkEel_Miranda,14,Depth,36,,,36,,,,
7/9/2023,SfkEel_Miranda,14,Depth,50,,,50,,,,
7/9/2023,SfkEel_Miranda,14,Depth,60,,,60,,,,
7/9/2023,SfkEel_Miranda,14,Depth,55,,,55,,,,
7/9/2023,SfkEel_Miranda,14,Depth,55,,,55,,,,
7/9/2023,SfkEel_Miranda,14,Depth,55,,,55,,,,
7/9/2023,SfkEel_Miranda,14,Depth,9,,,9,,,,
7/9/2023,SfkEel_Miranda,14,Depth,6,,,6,,,,
7/9/2023,SfkEel_Miranda,15,Width,,,20.34,,40.1944644,-123.7699717,GPS,
7/9/2023,SfkEel_Miranda,15,Depth,,5.2,,158,,,,
7/9/2023,SfkEel_Miranda,15,Depth,,5.5,,168,,,,
7/9/2023,SfkEel_Miranda,15,Depth,,3.9,,119,,,,
7/9/2023,SfkEel_Miranda,15,Depth,,2.7,,82,,,,
7/9/2023,SfkEel_Miranda,15,Depth,,1.7,,52,,,,
7/9/2023,SfkEel_Miranda,15,Depth,50,,,50,,,,
7/9/2023,SfkEel_Miranda,15,Depth,37,,,37,,,,
7/9/2023,SfkEel_Miranda,15,Depth,16,,,16,,,,
7/9/2023,SfkEel_Miranda,16,Width,,,24.38,,40.1949531,-123.7713661,GPS,
7/9/2023,SfkEel_Miranda,16,Depth,8,,,8,,,,
7/9/2023,SfkEel_Miranda,16,Depth,13,,,13,,,,
7/9/2023,SfkEel_Miranda,16,Depth,21,,,21,,,,
7/9/2023,SfkEel_Miranda,16,Depth,17,,,17,,,,
7/9/2023,SfkEel_Miranda,16,Depth,26,,,26,,,,
7/9/2023,SfkEel_Miranda,16,Depth,30,,,30,,,,
7/9/2023,SfkEel_Miranda,16,Depth,28,,,28,,,,
7/9/2023,SfkEel_Miranda,16,Depth,33,,,33,,,,
7/9/2023,SfkEel_Miranda,17,Width,,,NA,,40.1950897,-123.7722379,GPS,the other coordinate is definitely incorrect
7/9/2023,SfkEel_Miranda,17,Depth,,3,,91,,,,
7/9/2023,SfkEel_Miranda,17,Depth,,3.6,,110,,,,
7/9/2023,SfkEel_Miranda,17,Depth,85,,,85,,,,
7/9/2023,SfkEel_Miranda,17,Depth,55,,,55,,,,
7/9/2023,SfkEel_Miranda,17,Depth,60,,,60,,,,
7/9/2023,SfkEel_Miranda,17,Depth,45,,,45,,,,
7/9/2023,SfkEel_Miranda,17,Depth,12,,,12,,,,
7/9/2023,SfkEel_Miranda,17,Depth,50,,,50,,,,
7/9/2023,SfkEel_Miranda,18,Width,,,20.62,,40.1957112,-123.7731745,GPS,
7/9/2023,SfkEel_Miranda,18,Depth,,1.1,,34,,,,
7/9/2023,SfkEel_Miranda,18,Depth,,1.2,,37,,,,
7/9/2023,SfkEel_Miranda,18,Depth,,3,,91,,,,
7/9/2023,SfkEel_Miranda,18,Depth,,2.7,,82,,,,
7/9/2023,SfkEel_Miranda,18,Depth,40,,,40,,,,
7/9/2023,SfkEel_Miranda,18,Depth,12,,,12,,,,
7/9/2023,SfkEel_Miranda,18,Depth,95,,,95,,,,
7/9/2023,SfkEel_Miranda,18,Depth,105,,,105,,,,
7/9/2023,SfkEel_Miranda,19,Width,,,35.66,,40.1965619,-123.7743039,GPS,
7/9/2023,SfkEel_Miranda,19,Depth,105,,,105,,,,
7/9/2023,SfkEel_Miranda,19,Depth,55,,,55,,,,
7/9/2023,SfkEel_Miranda,19,Depth,45,,,45,,,,
7/9/2023,SfkEel_Miranda,19,Depth,45,,,45,,,,
7/9/2023,SfkEel_Miranda,19,Depth,50,,,50,,,,
7/9/2023,SfkEel_Miranda,19,Depth,70,,,70,,,,
7/9/2023,SfkEel_Miranda,19,Depth,55,,,55,,,,
7/9/2023,SfkEel_Miranda,19,Depth,24,,,24,,,,
7/9/2023,SfkEel_Miranda,20,Width,,,36.25,,40.1976176,-123.7751046,GPS,
7/9/2023,SfkEel_Miranda,20,Depth,,3.6,,110,,,,
7/9/2023,SfkEel_Miranda,20,Depth,,6.9,,210,,,,
7/9/2023,SfkEel_Miranda,20,Depth,,7.8,,238,,,,
7/9/2023,SfkEel_Miranda,20,Depth,,6.3,,192,,,,
7/9/2023,SfkEel_Miranda,20,Depth,,5.9,,180,,,,
7/9/2023,SfkEel_Miranda,20,Depth,,5,,152,,,,
7/9/2023,SfkEel_Miranda,20,Depth,95,,,95,,,,
7/9/2023,SfkEel_Miranda,20,Depth,45,,,45,,,,
7/20/2023,SfkEel_Standish,1,Width,,,NA,,39.8721275,-123.7167766,GPS,the other coordinate is definitely incorrect
7/20/2023,SfkEel_Standish,1,Depth,,2.6,,79,,,,
7/20/2023,SfkEel_Standish,1,Depth,,4.3,,131,,,,
7/20/2023,SfkEel_Standish,1,Depth,,5.2,,158,,,,
7/20/2023,SfkEel_Standish,1,Depth,,8.3,,253,,,,
7/20/2023,SfkEel_Standish,1,Depth,,5.6,,171,,,,
7/20/2023,SfkEel_Standish,1,Depth,,4,,122,,,,
7/20/2023,SfkEel_Standish,1,Depth,,2.6,,79,,,,
7/20/2023,SfkEel_Standish,1,Depth,40,,,40,,,,
7/20/2023,SfkEel_Standish,2,Width,,,26.29,,39.8720569,-123.7154762,GPS,
7/20/2023,SfkEel_Standish,2,Depth,,1.7,,52,,,,
7/20/2023,SfkEel_Standish,2,Depth,,4,,122,,,,
7/20/2023,SfkEel_Standish,2,Depth,,4.8,,146,,,,
7/20/2023,SfkEel_Standish,2,Depth,,5.2,,158,,,,
7/20/2023,SfkEel_Standish,2,Depth,,4.8,,146,,,,
7/20/2023,SfkEel_Standish,2,Depth,,3.9,,119,,,,
7/20/2023,SfkEel_Standish,2,Depth,,2.5,,76,,,,
7/20/2023,SfkEel_Standish,2,Depth,45,,,45,,,,
7/20/2023,SfkEel_Standish,3,Width,,,29.8,,39.8719616,-123.7143027,measuring_tape,
7/20/2023,SfkEel_Standish,3,Depth,10,,,10,,,,
7/20/2023,SfkEel_Standish,3,Depth,17,,,17,,,,
7/20/2023,SfkEel_Standish,3,Depth,18,,,18,,,,
7/20/2023,SfkEel_Standish,3,Depth,18,,,18,,,,
7/20/2023,SfkEel_Standish,3,Depth,14,,,14,,,,
7/20/2023,SfkEel_Standish,3,Depth,10,,,10,,,,
7/20/2023,SfkEel_Standish,3,Depth,6,,,6,,,,
7/20/2023,SfkEel_Standish,3,Depth,5,,,5,,,,
7/20/2023,SfkEel_Standish,4,Width,,,17.61,,39.8724902,-123.7127146,GPS,
7/20/2023,SfkEel_Standish,4,Depth,,2.5,,76,,,,
7/20/2023,SfkEel_Standish,4,Depth,,5.9,,180,,,,
7/20/2023,SfkEel_Standish,4,Depth,,7.2,,219,,,,
7/20/2023,SfkEel_Standish,4,Depth,,8.1,,247,,,,
7/20/2023,SfkEel_Standish,4,Depth,,6.8,,207,,,,
7/20/2023,SfkEel_Standish,4,Depth,,4.4,,134,,,,
7/20/2023,SfkEel_Standish,4,Depth,,2.9,,88,,,,
7/20/2023,SfkEel_Standish,4,Depth,28,,,28,,,,
7/20/2023,SfkEel_Standish,5,Width,,,21.61,,39.8730972,-123.7121054,GPS,
7/20/2023,SfkEel_Standish,5,Depth,,2.7,,82,,,,
7/20/2023,SfkEel_Standish,5,Depth,,5.4,,165,,,,
7/20/2023,SfkEel_Standish,5,Depth,,6.5,,198,,,,
7/20/2023,SfkEel_Standish,5,Depth,,4.5,,137,,,,
7/20/2023,SfkEel_Standish,5,Depth,,8.3,,253,,,,
7/20/2023,SfkEel_Standish,5,Depth,,10.1,,308,,,,
7/20/2023,SfkEel_Standish,5,Depth,,7.4,,226,,,,
7/20/2023,SfkEel_Standish,5,Depth,,2.6,,79,,,,
7/20/2023,SfkEel_Standish,6,Width,,,15.2,,39.8743573,-123.7119473,measuring_tape,
7/20/2023,SfkEel_Standish,6,Depth,32,,,32,,,,
7/20/2023,SfkEel_Standish,6,Depth,30,,,30,,,,
7/20/2023,SfkEel_Standish,6,Depth,52,,,52,,,,
7/20/2023,SfkEel_Standish,6,Depth,36,,,36,,,,
7/20/2023,SfkEel_Standish,6,Depth,22,,,22,,,,
7/20/2023,SfkEel_Standish,6,Depth,28,,,28,,,,
7/20/2023,SfkEel_Standish,6,Depth,21,,,21,,,,
7/20/2023,SfkEel_Standish,6,Depth,20,,,20,,,,
7/20/2023,SfkEel_Standish,7,Width,,,22.54,,39.8752329,-123.712799,GPS,
7/20/2023,SfkEel_Standish,7,Depth,,8,,244,,,,
7/20/2023,SfkEel_Standish,7,Depth,,6.7,,204,,,,
7/20/2023,SfkEel_Standish,7,Depth,,7.9,,241,,,,
7/20/2023,SfkEel_Standish,7,Depth,,7.3,,223,,,,
7/20/2023,SfkEel_Standish,7,Depth,,5.8,,177,,,,
7/20/2023,SfkEel_Standish,7,Depth,,3.4,,104,,,,
7/20/2023,SfkEel_Standish,7,Depth,53,,,53,,,,
7/20/2023,SfkEel_Standish,7,Depth,32,,,32,,,,
7/20/2023,SfkEel_Standish,8,Width,,,12.9,,39.8756933,-123.7138543,measuring_tape,
7/20/2023,SfkEel_Standish,8,Depth,24,,,24,,,,
7/20/2023,SfkEel_Standish,8,Depth,30,,,30,,,,
7/20/2023,SfkEel_Standish,8,Depth,51,,,51,,,,
7/20/2023,SfkEel_Standish,8,Depth,45,,,45,,,,
7/20/2023,SfkEel_Standish,8,Depth,57,,,57,,,,
7/20/2023,SfkEel_Standish,8,Depth,60,,,60,,,,
7/20/2023,SfkEel_Standish,8,Depth,62,,,62,,,,
7/20/2023,SfkEel_Standish,8,Depth,52,,,52,,,,
7/20/2023,SfkEel_Standish,9,Width,,,15.35,,39.8763005,-123.7150206,GPS,
7/20/2023,SfkEel_Standish,9,Depth,33,,,33,,,,
7/20/2023,SfkEel_Standish,9,Depth,37,,,37,,,,
7/20/2023,SfkEel_Standish,9,Depth,63,,,63,,,,
7/20/2023,SfkEel_Standish,9,Depth,63,,,63,,,,
7/20/2023,SfkEel_Standish,9,Depth,105,,,105,,,,
7/20/2023,SfkEel_Standish,9,Depth,,2.9,,88,,,,
7/20/2023,SfkEel_Standish,9,Depth,,3.3,,101,,,,
7/20/2023,SfkEel_Standish,9,Depth,60,,,60,,,,
7/20/2023,SfkEel_Standish,10,Width,,,17.7,,39.8773202,-123.7157484,measuring_tape,
7/20/2023,SfkEel_Standish,10,Depth,11,,,11,,,,
7/20/2023,SfkEel_Standish,10,Depth,18,,,18,,,,
7/20/2023,SfkEel_Standish,10,Depth,20,,,20,,,,
7/20/2023,SfkEel_Standish,10,Depth,15,,,15,,,,
7/20/2023,SfkEel_Standish,10,Depth,23,,,23,,,,
7/20/2023,SfkEel_Standish,10,Depth,36,,,36,,,,
7/20/2023,SfkEel_Standish,10,Depth,28,,,28,,,,
7/20/2023,SfkEel_Standish,10,Depth,30,,,30,,,,
7/20/2023,SfkEel_Standish,11,Width,,,NA,,39.877976,-123.7170794,GPS,the other coordinate seems incorrect
7/20/2023,SfkEel_Standish,11,Depth,64,,,64,,,,
7/20/2023,SfkEel_Standish,11,Depth,,7.1,,216,,,,
7/20/2023,SfkEel_Standish,11,Depth,,6.6,,201,,,,
7/20/2023,SfkEel_Standish,11,Depth,,5.2,,158,,,,
7/20/2023,SfkEel_Standish,11,Depth,,4.2,,128,,,,
7/20/2023,SfkEel_Standish,11,Depth,,3.3,,101,,,,
7/20/2023,SfkEel_Standish,11,Depth,77,,,77,,,,
7/20/2023,SfkEel_Standish,11,Depth,50,,,50,,,,
7/20/2023,SfkEel_Standish,12,Width,,,15.4,,39.8767874,-123.7177646,GPS,
7/20/2023,SfkEel_Standish,12,Depth,45,,,45,,,,
7/20/2023,SfkEel_Standish,12,Depth,65,,,65,,,,
7/20/2023,SfkEel_Standish,12,Depth,75,,,75,,,,
7/20/2023,SfkEel_Standish,12,Depth,85,,,85,,,,
7/20/2023,SfkEel_Standish,12,Depth,100,,,100,,,,
7/20/2023,SfkEel_Standish,12,Depth,87,,,87,,,,
7/20/2023,SfkEel_Standish,12,Depth,72,,,72,,,,
7/20/2023,SfkEel_Standish,12,Depth,67,,,67,,,,
7/20/2023,SfkEel_Standish,13,Width,,,NA,,39.8760588,-123.7181736,GPS,the other coordinate seems incorrect
7/20/2023,SfkEel_Standish,13,Depth,61,,,61,,,,
7/20/2023,SfkEel_Standish,13,Depth,65,,,65,,,,
7/20/2023,SfkEel_Standish,13,Depth,65,,,65,,,,
7/20/2023,SfkEel_Standish,13,Depth,94,,,94,,,,
7/20/2023,SfkEel_Standish,13,Depth,80,,,80,,,,
7/20/2023,SfkEel_Standish,13,Depth,95,,,95,,,,
7/20/2023,SfkEel_Standish,13,Depth,78,,,78,,,,
7/20/2023,SfkEel_Standish,13,Depth,26,,,26,,,,
7/20/2023,SfkEel_Standish,14,Width,,,31.5,,39.8754328,-123.7193131,measuring_tape,
7/20/2023,SfkEel_Standish,14,Depth,19,,,19,,,,
7/20/2023,SfkEel_Standish,14,Depth,54,,,54,,,,
7/20/2023,SfkEel_Standish,14,Depth,45,,,45,,,,
7/20/2023,SfkEel_Standish,14,Depth,45,,,45,,,,
7/20/2023,SfkEel_Standish,14,Depth,49,,,49,,,,
7/20/2023,SfkEel_Standish,14,Depth,57,,,57,,,,
7/20/2023,SfkEel_Standish,14,Depth,60,,,60,,,,
7/20/2023,SfkEel_Standish,14,Depth,82,,,82,,,,
7/20/2023,SfkEel_Standish,15,Width,,,23.6,,39.8743674,-123.7201735,GPS,
7/20/2023,SfkEel_Standish,15,Depth,28,,,28,,,,
7/20/2023,SfkEel_Standish,15,Depth,60,,,60,,,,
7/20/2023,SfkEel_Standish,15,Depth,85,,,85,,,,
7/20/2023,SfkEel_Standish,15,Depth,80,,,80,,,,
7/20/2023,SfkEel_Standish,15,Depth,110,,,110,,,,
7/20/2023,SfkEel_Standish,15,Depth,120,,,120,,,,
7/20/2023,SfkEel_Standish,15,Depth,85,,,85,,,,
7/20/2023,SfkEel_Standish,15,Depth,55,,,55,,,,
7/20/2023,SfkEel_Standish,16,Width,,,NA,,39.8736374,-123.7208693,GPS,the other coordinate is definitely incorrect
7/20/2023,SfkEel_Standish,16,Depth,70,,,70,,,,
7/20/2023,SfkEel_Standish,16,Depth,60,,,60,,,,
7/20/2023,SfkEel_Standish,16,Depth,45,,,45,,,,
7/20/2023,SfkEel_Standish,16,Depth,45,,,45,,,,
7/20/2023,SfkEel_Standish,16,Depth,55,,,55,,,,
7/20/2023,SfkEel_Standish,16,Depth,80,,,80,,,,
7/20/2023,SfkEel_Standish,16,Depth,80,,,80,,,,
7/20/2023,SfkEel_Standish,16,Depth,26,,,26,,,,
7/20/2023,SfkEel_Standish,17,Width,,,NA,,39.8736248,-123.7225069,GPS,the other coordinate is definitely incorrect
7/20/2023,SfkEel_Standish,17,Depth,57,,,57,,,,
7/20/2023,SfkEel_Standish,17,Depth,,3.1,,94,,,,
7/20/2023,SfkEel_Standish,17,Depth,,3.3,,101,,,,
7/20/2023,SfkEel_Standish,17,Depth,,4.7,,143,,,,
7/20/2023,SfkEel_Standish,17,Depth,,4.2,,128,,,,
7/20/2023,SfkEel_Standish,17,Depth,,3.1,,94,,,,
7/20/2023,SfkEel_Standish,17,Depth,70,,,70,,,,
7/20/2023,SfkEel_Standish,17,Depth,29,,,29,,,,
7/20/2023,SfkEel_Standish,18,Width,,,17.6,,39.8742723,-123.7234207,measuring_tape,
7/20/2023,SfkEel_Standish,18,Depth,16,,,16,,,,
7/20/2023,SfkEel_Standish,18,Depth,33,,,33,,,,
7/20/2023,SfkEel_Standish,18,Depth,55,,,55,,,,
7/20/2023,SfkEel_Standish,18,Depth,74,,,74,,,,
7/20/2023,SfkEel_Standish,18,Depth,75,,,75,,,,
7/20/2023,SfkEel_Standish,18,Depth,80,,,80,,,,
7/20/2023,SfkEel_Standish,18,Depth,80,,,80,,,,
7/20/2023,SfkEel_Standish,18,Depth,51,,,51,,,,
7/20/2023,SfkEel_Standish,19,Width,,,14.7,,39.8747563,-123.7242652,measuring_tape,
7/20/2023,SfkEel_Standish,19,Depth,21,,,21,,,,
7/20/2023,SfkEel_Standish,19,Depth,16,,,16,,,,
7/20/2023,SfkEel_Standish,19,Depth,26,,,26,,,,
7/20/2023,SfkEel_Standish,19,Depth,21,,,21,,,,
7/20/2023,SfkEel_Standish,19,Depth,30,,,30,,,,
7/20/2023,SfkEel_Standish,19,Depth,42,,,42,,,,
7/20/2023,SfkEel_Standish,19,Depth,23,,,23,,,,
7/20/2023,SfkEel_Standish,19,Depth,26,,,26,,,,
7/20/2023,SfkEel_Standish,20,Width,,,14.4,,39.875832,-123.7258002,measuring_tape,
7/20/2023,SfkEel_Standish,20,Depth,20,,,20,,,,
7/20/2023,SfkEel_Standish,20,Depth,30,,,30,,,,
7/20/2023,SfkEel_Standish,20,Depth,38,,,38,,,,
7/20/2023,SfkEel_Standish,20,Depth,40,,,40,,,,
7/20/2023,SfkEel_Standish,20,Depth,40,,,40,,,,
7/20/2023,SfkEel_Standish,20,Depth,36,,,36,,,,
7/20/2023,SfkEel_Standish,20,Depth,20,,,20,,,,
7/20/2023,SfkEel_Standish,20,Depth,20,,,20,,,,
7/20/2023,SfkEel_Miranda,1,Width,,,12.38,,40.1814719,-123.7784082,GPS,
7/20/2023,SfkEel_Miranda,1,Depth,85,,,85,,,,
7/20/2023,SfkEel_Miranda,1,Depth,115,,,115,,,,
7/20/2023,SfkEel_Miranda,1,Depth,185,,,185,,,,
7/20/2023,SfkEel_Miranda,1,Depth,165,,,165,,,,
7/20/2023,SfkEel_Miranda,1,Depth,135,,,135,,,,
7/20/2023,SfkEel_Miranda,1,Depth,115,,,115,,,,
7/20/2023,SfkEel_Miranda,1,Depth,70,,,70,,,,
7/20/2023,SfkEel_Miranda,1,Depth,24,,,24,,,,
7/20/2023,SfkEel_Miranda,2,Width,,,21.5,,40.1821749,-123.7767339,measuring_tape,
7/20/2023,SfkEel_Miranda,2,Depth,45,,,45,,,,
7/20/2023,SfkEel_Miranda,2,Depth,36,,,36,,,,
7/20/2023,SfkEel_Miranda,2,Depth,32,,,32,,,,
7/20/2023,SfkEel_Miranda,2,Depth,22,,,22,,,,
7/20/2023,SfkEel_Miranda,2,Depth,14,,,14,,,,
7/20/2023,SfkEel_Miranda,2,Depth,10,,,10,,,,
7/20/2023,SfkEel_Miranda,2,Depth,10,,,10,,,,
7/20/2023,SfkEel_Miranda,2,Depth,9,,,9,,,,
7/20/2023,SfkEel_Miranda,3,Width,,,10.5,,40.1826685,-123.7752171,measuring_tape,
7/20/2023,SfkEel_Miranda,3,Depth,24,,,24,,,,
7/20/2023,SfkEel_Miranda,3,Depth,36,,,36,,,,
7/20/2023,SfkEel_Miranda,3,Depth,57,,,57,,,,
7/20/2023,SfkEel_Miranda,3,Depth,65,,,65,,,,
7/20/2023,SfkEel_Miranda,3,Depth,65,,,65,,,,
7/20/2023,SfkEel_Miranda,3,Depth,57,,,57,,,,
7/20/2023,SfkEel_Miranda,3,Depth,50,,,50,,,,
