"field_date","site_reach","site","green_algae","microcoleus","anabaena_cylindrospermum","bare_biofilm","other_nfixers","average_depth_cm_sampled","median_depth_cm_sampled","pH","temp_C","DO_mg_L","cond_uS_cm","oPhos_ug_P_L","nitrate_mg_N_L","ammonium_mg_N_L","DIN_mg_N_L","TDC_mg_L","DOC_mg_L","GPP_mean_fourdaysprior","GPP_median_fourdaysprior","discharge_m3_s","resp_M_cover_norm","resp_AC_cover_norm","resp_M_cover_stnd","resp_AC_cover_stnd","resp_M_pres_norm","resp_AC_pres_norm","resp_M_pres_stnd","resp_AC_pres_stnd","resp_M_atx_raw","resp_AC_atx_raw","resp_M_atx_norm","resp_AC_atx_norm","resp_M_atx_stnd","resp_AC_atx_stnd"
2023-09-04,"SFE-SH-1S","SFE-SH",1.79092402376389,-0.0828660531443071,-0.542301105827148,-1.699289529046,0.893881560365843,-0.225161959040997,-0.717730576679087,1.27831068691867,-0.490572299983941,0.768036584903851,0.841379186786258,0.768133375440864,0.128627980774986,1.21034526487611,0.440988528275811,-0.169154100981626,-0.659866282523117,-0.735489258632797,-0.723998955680723,-0.642272560312036,15.2173913043478,0,-0.0828660531443071,-0.542301105827148,100,0,1.02015108314677,-0.872732630469705,12.0380739,0,100,0,1.75358432936161,-0.552541824286997
2023-09-12,"SFE-SH-1S","SFE-SH",1.02125810351064,0.170911234610132,-0.542301105827148,-0.947436463877665,-0.991841183419636,-1.1636232539752,-1.63120585608883,0.59654498722872,-0.731555184186577,0.595843329213661,0.68333837352587,-0.466148300711512,0.028583995727775,-1.25875907547116,-0.31289338777155,0.374233139098091,-0.952744538105047,-0.590149776817416,-0.640135811272862,-0.795107957100169,22.8260869565218,0,0.170911234610132,-0.542301105827148,100,0,1.02015108314677,-0.872732630469705,6.6865982,0,55.5454157828355,0,0.64060922418774,-0.552541824286997
2023-09-18,"SFE-SH-1S","SFE-SH",1.42212577030921,1.7298288593874,-0.542301105827148,-1.5418067924229,-1.16327052376377,-1.06737081346915,-1.32671409628559,0.426103562306218,-0.370080857882623,0.538445577316933,0.68333837352587,0.627018854539296,0.928979861152679,0.417360436164178,0.946120842482649,2.2234346770438,-2.07440594246137,-0.88293767058505,-0.918432754805277,-0.851147602589152,69.5652173913044,0,1.7298288593874,-0.542301105827148,100,66.6666666666666,1.02015108314677,1.10860631438043,10.4676667,11.5623499,86.954663901839,53.3632600688375,1.426978320745,1.0798636166414
2023-09-24,"SFE-SH-1S","SFE-SH",0.160728845449714,2.74493801040515,0.0774715865467365,-0.525789136790021,-0.477553162387231,-2.00583210840336,-0.108747057072589,0.0852207124612436,-1.75573244204778,1.5333399435269,0.630658102439073,0.856565141872512,0.32871595086941,0.691148882287878,0.480950106910841,0.8712850331245,-0.940281633612199,-1.35119238435652,-1.47495231416596,-0.881714681946777,100,20,2.74493801040515,0.0774715865467365,100,44.4444444444445,1.02015108314677,0.44815999943039,9.4154566,1.6768794,78.2139790652058,7.73923573496736,1.20814454248221,-0.315795221735146
2023-06-20,"SFE-M-1S","SFE-M",-1.56931409861674,-0.904432928898602,-0.787717043746814,1.70623360146489,-0.829816737350979,2.32108096665967,1.79242521012581,-0.296236571688197,-1.7791896390003,0.899604551225848,-1.02927042209152,-0.256737325779641,1.67456939891672,0.136486888859863,1.31693796473287,1.5738283741163,0.503795735654607,NA,NA,2.20405584002705,0,0,-0.904432928898602,-0.787717043746814,0,0,-1.1601169364633,-1.6094580858007,0,0,0,0,-0.57167804186503,-0.542860252840239
2023-06-25,"SFE-M-1S","SFE-M",-1.15939974199644,-0.904432928898602,-0.787717043746814,1.41962032539965,-0.829816737350979,1.29838245644564,1.0386015236243,0.592473143376386,-0.690947432621473,0.273792689503518,-0.885428282358232,-0.828479088923342,-0.0542370655519586,-0.180223018991753,-0.096804450522507,0.814140372754511,-0.0935824535271003,0.0911148783741815,0.0981692722691619,1.87004472579677,0,0,-0.904432928898602,-0.787717043746814,0,0,-1.1601169364633,-1.6094580858007,0,0,0,0,-0.57167804186503,-0.542860252840239
2023-07-03,"SFE-M-1S","SFE-M",-0.870941491041412,-0.904432928898602,-0.787717043746814,1.18608358193909,-0.709939520077162,1.05382411704663,1.54115064795864,0.875244416351481,1.74464226736922,0.0880047930547024,-0.693638762713849,-0.442707092823694,-0.816945799876376,-1.1806241564913,-0.985619506772878,-0.729429515362747,-0.194504707330836,0.566520760107057,0.380648163298335,1.05589263486047,0,0,-0.904432928898602,-0.787717043746814,10,0,-0.865171952616697,-1.6094580858007,0,0,0,0,-0.57167804186503,-0.542860252840239
2023-07-10,"SFE-M-1S","SFE-M",-0.0511127778007997,-0.797187917566752,-0.787717043746814,0.575703456985356,-0.669980447652557,0.231218793613596,0.284777837122793,0.0269305974261964,-0.380021087941811,-0.0195566206788224,-0.549796622980563,-0.4222145565103,-1.27457104047103,-1.16554273230789,-1.32937724629828,-1.28782439024905,0.0389417181343707,0.60922990142988,0.49629870655396,0.534000268875656,3.4965034965035,0,-0.797187917566752,-0.787717043746814,20,30,-0.570226968770095,-0.715314704800308,0,0,0,0,-0.57167804186503,-0.542860252840239
2023-07-17,"SFE-M-1S","SFE-M",-0.468618141025182,-0.904432928898602,-0.686185308784818,0.798624893924982,-0.390266940680317,0.386846827776617,-0.594683130462303,1.27920337774447,0.552757946097179,0.889826240886436,-0.78953352253604,-0.701425363780298,-1.37626553838095,-1.18313772718854,-1.41221976460733,-0.231035476252786,-0.678727642247749,0.362696482520571,0.323314404095557,0.183288598933867,0,3.05343511450382,-0.904432928898602,-0.686185308784818,10,50.0000000000001,-0.865171952616697,-0.119219117466717,0,0.0436472,0,0.0369688808445391,-0.57167804186503,-0.541549531344176
2023-07-24,"SFE-M-1S","SFE-M",0.0399793014481489,-0.689942906234902,-0.559270640082324,0.400550899389935,-0.530123694166437,0.342381675158611,-0.594683130462303,1.92553771597326,0.500936888650568,2.53258237790755,-1.46079684129138,-1.16455668446301,-1.12202929360614,-1.19570558067471,-1.2225336245539,-0.506845769740823,0.0460776350699883,0.825374990515423,0.71904843535769,-0.0108553612124821,6.99300699300699,6.87022900763359,-0.689942906234902,-0.559270640082324,20,40,-0.570226968770095,-0.417266911133512,0,0.3295057,0,0.279089081565289,-0.57167804186503,-0.532965226262011
2023-07-31,"SFE-M-1S","SFE-M",0.632077816566365,-0.625595899435792,-0.356207170158332,-0.0612149342707204,-0.570082766591043,-0.702549411364426,-1.09723225479664,1.27920337774447,0.293652658864126,0.899604551225848,-1.31695470155809,-1.24857608334792,-1.07118204465118,-0.682937158438762,-1.02587942221279,-0.860076496488659,3.37243434377291,0.714331289026886,0.661770042408447,-0.219612307606409,9.09090909090908,12.9770992366413,-0.625595899435792,-0.356207170158332,20,80,-0.570226968770095,0.774924263533668,0.3196704,17.3643411,0.577350609619496,14.7074785340144,-0.550999628093551,-0.0214106490915869
2023-08-07,"SFE-M-1S","SFE-M",2.03641403832111,-0.689942906234902,2.53744727625853,-1.63228029936905,-0.570082766591043,-0.613619106128414,-1.4741440980474,0.269305974261993,0.500936888650568,-0.606255241043506,-0.0703228238696069,-0.751632077748113,-0.664404053011492,0.121405464676453,-0.46843443919862,-1.06620840004288,-0.413679298924807,0.922759339920015,0.769895095640803,-0.499346615774266,6.99300699300699,100,-0.689942906234902,2.53744727625853,20,90,-0.570226968770095,1.07297205720046,0.5277874,32.072445,0.953226752115582,27.1651422679584,-0.537537232329417,0.420272390096638
2023-08-14,"SFE-M-1S","SFE-M",0.358801578819502,0.543374724081374,1.91556539961631,-0.703440978787264,-0.310348795831106,-0.791479716600412,-0.343408568295133,-0.175048883270295,1.641000152476,-0.674703413419385,0.600940494885731,-0.01287614365025,0.708471668772458,0.156595454437743,0.587614111956002,-1.36476094580098,0.0246698842631354,0.867863158128557,0.821581286544135,-0.572411547012139,47.2027972027972,81.2977099236642,0.543374724081374,1.91556539961631,90,70,1.49438791815611,0.476876469866872,1.4186574,118.0647047,2.56221005989672,100,-0.479909818353654,3.00261222595809
2023-08-22,"SFE-M-1S","SFE-M",0.707987882607161,0.983079270541958,0.252983239613639,-0.7140562853082,-0.290369259618803,-0.791479716600412,-1.09723225479664,-1.14455039061347,0.345473716310738,-1.2027321717476,1.22425643372997,1.66648720723241,1.26779140727703,0.981046643130838,1.26738729957606,0.823817926911986,-0.323970628877042,0.300917355996882,0.980048295012181,-0.54527314398093,61.5384615384615,31.2977099236642,0.983079270541958,0.252983239613639,80,100,1.19944293430951,1.37101985086726,5.6241749,63.1942599,10.1577149686729,53.5251073219345,-0.207868894363828,1.35485769650621
2023-08-28,"SFE-M-1S","SFE-M",0.206981446737902,1.09032428187381,-0.381590103898834,-0.257598104908013,-0.290369259618803,0.320149098849608,-0.845957692629473,-0.659799636941888,0.241831601417515,-0.831156378849968,1.17630905381888,0.597289125081065,0.505082672952614,0.500954639958945,0.538837675942262,1.43592322737228,0.192873640602695,0.468336287196348,0.400431127035029,-0.67887758967304,65.0349650349651,12.2137404580152,1.09032428187381,-0.381590103898834,100,80,1.78933290200271,0.774924263533668,7.2422716,33.4786075,13.0801285426801,28.356152319246,-0.103199606607234,0.462499323684761
2023-09-04,"SFE-M-1S","SFE-M",1.03440116658259,0.232364191219009,0.481429643278129,-1.27135987765727,1.46782992706386,-0.947107750763433,0.912964242540718,-0.902175013777681,-0.483663202835032,-0.107561413733525,1.08041429399669,0.475870847424204,0.149151930267886,0.362708251611017,0.225274872996792,-0.661686636260422,-0.611446139711925,-0.885757881295455,-0.707422495080215,-0.680965159136979,37.0629370629371,38.1679389312978,0.232364191219009,0.481429643278129,70,80,0.904497950462909,0.774924263533668,28.0443341,6.5221772,50.6503366874375,5.52423962485039,1.24241655202107,-0.346999857278297
2023-09-12,"SFE-M-1S","SFE-M",0.616895803358212,0.168017184419899,0.0245368359491492,-0.629133833140726,0.568750797510219,-0.747014563982432,-0.0921340061279625,-0.982966806056277,-0.535484260281643,-0.977831033941139,0.888624774352304,0.436935028428754,0.454235423997653,0.524833561582678,0.507481395647715,0.765752601967136,-0.546203470586278,-1.23322227915703,-1.27815190685909,-0.718541409487886,34.965034965035,24.4274809160306,0.168017184419899,0.0245368359491492,60,70,0.609552966616308,0.476876469866872,17.1831729,0.0900901,31.0342006923763,0.0763057005299908,0.53984419833322,-0.540154855228194
2023-09-18,"SFE-M-1S","SFE-M",0.0779343344685511,1.2404672977384,0.126068570911143,-0.883901189643153,1.86742065130991,-1.34729412432543,0.0335032749556226,-1.10415449447418,-0.27637897304859,-1.07561413733525,0.984519534174496,2.28331255026558,0.454235423997653,2.47662120798569,1.10867032524564,0.741558716573449,-0.725620810681808,-1.45872917937712,-1.44646122584266,-0.929385925345749,69.9300699300699,27.4809160305343,1.2404672977384,0.126068570911143,60,70,0.609552966616308,0.476876469866872,55.3685048,0,100,0,3.00992617348472,-0.542860252840239
2023-09-24,"SFE-M-1S","SFE-M",-1.59208711842898,2.16277439519231,-0.203909567715341,0.0661687439804903,2.08719554964524,-0.0133395457854108,0.536052399289963,-0.982966806056277,-1.67554752410707,-0.0880047930547024,0.840677394441209,0.369309658594554,1.16609690936711,0.327518261849727,0.988664808068974,0.552846410502687,-0.59105780561016,-2.15143510338619,-2.21916920043333,-0.992013009263926,100,17.557251908397,2.16277439519231,-0.203909567715341,30,50.0000000000001,-0.275281984923493,-0.119219117466717,16.836151,0,30.407451060517,0,0.517396507098858,-0.542860252840239
2023-06-20,"SFE-M-2","SFE-M",-0.485233436663187,-0.490242026091682,-0.258198889747161,0.68282951791981,-0.378932373372537,1.9569907501664,1.83845777958028,-0.810952996495115,-1.60173320868146,2.77833840101501,-1.14779471336538,-0.865982722689757,1.30625630861644,0.11110943843335,0.979176232168484,0.288540416345739,0.179477692569331,NA,NA,2.20405584002705,0,0,-0.490242026091682,-0.258198889747161,10,0,-0.964298794263219,-1.19341725451522,0,0,0,0,-0.704392550014939,-0.353118867372667
2023-06-25,"SFE-M-2","SFE-M",-0.55291181117665,-0.490242026091682,-0.258198889747161,0.704693843644002,-0.378932373372537,0.799976212892744,-0.350182434205768,-0.0640226049864585,-0.329480761867265,0.661450705895359,-0.944044172531291,-0.394827813718181,0.380991423346462,0.53321824789797,0.456816444735533,1.65586717427593,-0.327234385151276,0.0911148783741815,0.0981692722691619,1.87004472579677,0,0,-0.490242026091682,-0.258198889747161,0,0,-1.22217448478742,-1.19341725451522,0,0,0,0,-0.704392550014939,-0.353118867372667
2023-07-03,"SFE-M-2","SFE-M",-0.0114848150689508,-0.490242026091682,-0.258198889747161,0.529779237850457,-0.378932373372537,-0.38917761708296,-0.933819824548716,-0.0640226049864585,1.72569626760182,-0.406197001208466,-0.740293631697199,0.718144782363565,0.272136730961759,0.21434257118285,0.269363007503588,-0.122806625115613,1.03223704287962,0.566520760107057,0.380648163298335,1.05589263486047,0,0,-0.490242026091682,-0.258198889747161,0,0,-1.22217448478742,-1.19341725451522,0,0,0,0,-0.704392550014939,-0.353118867372667
2023-07-10,"SFE-M-2","SFE-M",-0.0114848150689508,-0.490242026091682,-0.258198889747161,0.529779237850457,-0.378932373372537,0.51072257857433,-0.0583637390342945,-0.384135629918732,-0.378413548283196,-0.148488933976511,-0.587480726071631,0.316092593374486,-0.598700808115869,-1.15177588553553,-0.825161141689629,-0.592293779141055,-0.739195423948517,0.60922990142988,0.49629870655396,0.534000268875656,0,0,-0.490242026091682,-0.258198889747161,10,22,-0.964298794263219,-0.581883568195309,0,0,0,0,-0.704392550014939,-0.353118867372667
2023-07-17,"SFE-M-2","SFE-M",-0.485233436663187,-0.490242026091682,-0.258198889747161,0.68282951791981,-0.378932373372537,-0.38917761708296,0.379364303722916,0.896316469810381,0.551309393619485,0.0171805378154652,-0.740293631697199,-0.646110431836355,-0.598700808115869,0.377221513965393,-0.302409192254101,0.387355627423047,-0.45494230717842,0.362696482520571,0.323314404095557,0.183288598933867,0,0,-0.490242026091682,-0.258198889747161,0,22,-1.22217448478742,-0.581883568195309,0,0,0,0,-0.704392550014939,-0.353118867372667
2023-07-24,"SFE-M-2","SFE-M",0.0315832414396136,-0.414820175923731,-0.258198889747161,0.436358937028908,-0.378932373372537,0.341260853418095,1.83845777958028,1.42983817803086,0.502376607203553,-0.350973843944477,-1.19873234857391,-0.979059900842936,-1.25182896242409,-1.27909674925991,-1.33928552706846,-1.05121000360939,0.348381718476201,0.825374990515423,0.71904843535769,-0.0108553612124821,2.24719101123595,0,-0.414820175923731,-0.258198889747161,27.2727272727273,40,-0.518877146994146,-0.0815378248426546,0,4.8577547,0,2.75088617098131,-0.704392550014939,-0.246135641464055
2023-07-31,"SFE-M-2","SFE-M",-0.0299425535726242,-0.490242026091682,-0.258198889747161,0.535742235775231,-0.378932373372537,1.15935194037925,0.67118299889439,1.74995120296313,0.355578247955762,0.127626852343445,-1.35154525419947,-1.68055720975617,-1.25182896242409,-1.27909674925991,-1.33928552706846,-1.8844750160892,-0.450822696790448,0.714331289026886,0.661770042408447,-0.219612307606409,0,0,-0.490242026091682,-0.258198889747161,36.3636363636364,80,-0.284444701063056,1.03034160482991,0.3154206,14.7922193,0.766511241510443,8.37665012407746,-0.682222641956804,-0.0273470989748849
2023-08-07,"SFE-M-2","SFE-M",0.33921221650081,-0.452531101007707,-0.258198889747161,0.356852298031836,2.46306042692149,0.691871319258601,0.0875456085514423,1.74995120296313,0.551309393619485,-0.314158405768483,-0.129042009194925,-0.909957180860438,-1.03411957765468,-0.354586693747725,-0.866338151960244,0.125380416659952,0.682070159901966,0.922759339920015,0.769895095640803,-0.499346615774266,1.12359550561798,0,-0.452531101007707,-0.258198889747161,45.4545454545455,60,-0.050012255131965,0.474401889993627,7.523186,9.4045802,18.2822765569972,5.32569699661135,-0.17561179845891,-0.146000066558731
2023-08-14,"SFE-M-2","SFE-M",0.154634831464096,-0.113132775251926,-0.258198889747161,0.0785790615420946,-0.378932373372537,0.516566086338332,0.963001694065863,-0.17072694663055,1.77462905401775,-0.829574540232398,0.584084883724396,-0.917286257222218,-1.14297427003939,-0.687226788162779,-1.05849753322312,-0.568624089045792,0.0311717186023244,0.867863158128557,0.821581286544135,-0.572411547012139,11.2359550561798,0,-0.113132775251926,-0.258198889747161,45.4545454545455,100,-0.050012255131965,1.58628131966619,3.2701422,176.5887208,7.9468517834209,100,-0.474544683670669,3.53592703489558
2023-08-22,"SFE-M-2","SFE-M",3.35397617210049,-0.395964713381743,-0.258198889747161,-0.676734008930025,2.46306042692149,0.282825775778006,-0.787910476962979,-0.917657338139206,0.0619815294601796,-1.47384470831229,1.29721177664372,1.17882958224688,1.6872477319629,2.84105228225345,2.18703520010654,-0.00330916055700716,2.83250678242357,0.300917355996882,0.980048295012181,-0.54527314398093,2.80898876404494,0,-0.395964713381743,-0.258198889747161,100,80,1.35658242045458,1.03034160482991,30.9025916,34.736578,75.0971365002989,19.67089281956,1.46765206130758,0.411891183766008
2023-08-28,"SFE-M-2","SFE-M",-0.1529941435971,-0.075421850167951,-0.258198889747161,0.138209040789902,-0.378932373372537,-1.23648624286416,-0.204273086620031,-0.704248654851024,-0.231615189035404,-0.498235596648453,1.19533650622667,1.57878774941831,0.272136730961759,-0.187119611731871,0.132106306601536,0.617158443881903,-0.23248334622791,0.468336287196348,0.400431127035029,-0.67887758967304,12.3595505617977,0,-0.075421850167951,-0.258198889747161,81.8181818181818,20,0.887717528592395,-0.637477539678937,34.9243061,0,84.8704023377095,0,1.7503255477605,-0.353118867372667
2023-09-04,"SFE-M-2","SFE-M",-0.460623118658292,-0.113132775251926,-0.258198889747161,0.27734565903476,-0.378932373372537,-0.710570544103421,-0.204273086620031,-1.13106602142739,-0.427346334699125,-0.700720506616418,1.14439887101815,0.404041509715848,1.36068365480879,0.104227229583384,1.01603946041075,-0.863231299746045,-1.30770165748871,-0.885757881295455,-0.707422495080215,-0.680965159136979,11.2359550561798,0,-0.113132775251926,-0.258198889747161,90.9090909090909,80,1.12214997452349,1.03034160482991,41.1501597,0.0913563,100,0.0517339383773372,2.18792094227631,-0.351106910762122
2023-09-12,"SFE-M-2","SFE-M",0.0931090364518515,-0.282831938129817,-0.258198889747161,0.27734565903476,-0.378932373372537,-0.622917927643287,-1.37154786730593,0.149386078301724,-0.427346334699125,0.47737351501539,0.838773059767011,1.35472741492961,-0.598700808115869,0.184519666166328,-0.368292408687086,2.01435956795174,-0.417865813686669,-1.23322227915703,-1.27815190685909,-0.718541409487886,6.17977528089887,0,-0.282831938129817,-0.258198889747161,81.8181818181818,0,0.887717528592395,-1.19341725451522,16.1404482,0,39.2232941929506,0,0.430068080048861,-0.353118867372667
2023-09-18,"SFE-M-2","SFE-M",-0.891303683743961,1.92325717928275,3.61478445646026,-1.8295802743875,-0.378932373372537,-1.55787916988462,-0.496091781791505,-1.0243616797833,-0.231615189035404,-0.498235596648453,0.991585965392579,0.853209189602083,0.598700808115869,0.251047685049338,0.517209393132436,0.488468866664943,-1.13467802119387,-1.45872917937712,-1.44646122584266,-0.929385925345749,71.9101123595503,100,1.92325717928275,3.61478445646026,81.8181818181818,60,0.887717528592395,0.474401889993627,10.7769653,0,26.1893644607168,0,0.0530859718277014,-0.353118867372667
2023-09-24,"SFE-M-2","SFE-M",-0.891303683743961,2.86603030638215,-0.258198889747161,-2.7240299631045,-0.378932373372537,-1.35335639814434,-1.37154786730593,-0.704248654851024,-1.89532992717704,1.15845912127128,0.787835424558488,-0.0100513047247268,0.598700808115869,0.32216384316566,0.541523437292228,-0.491180539899158,-0.0409214631871927,-2.15143510338619,-2.21916920043333,-0.992013009263926,100,0,2.86603030638215,-0.258198889747161,100,80,1.35658242045458,1.03034160482991,5.3221133,0.0382009,12.9333964650446,0.0216326953538926,-0.330318179044936,-0.352277561920457
2023-06-20,"SFE-M-3","SFE-M",-0.770259389588229,-0.95427397739436,-0.458303067419619,1.26327262817148,-1.08428382170129,2.16858540755492,1.26963011774371,-0.230733800034631,-1.12858049341469,1.54059252232578,-1.08168749342272,-1.21045503954022,0.64615533185657,0.142078052511343,0.640830121087521,-0.189693332120864,-0.635261935344774,NA,NA,2.20405584002705,0,0,-0.95427397739436,-0.458303067419619,0,0,-1.70168342993828,-1.03279555898864,0,0,0,0,-0.757388366650242,-0.447833434956864
2023-06-25,"SFE-M-3","SFE-M",-1.02965450675545,-0.95427397739436,-0.458303067419619,1.37551462126685,0.782106363194374,1.81293010522252,1.26963011774371,0.506857855813785,-0.380350332034787,1.118271328313,-0.883212723987358,0.263449191404694,-0.180678505116292,0.669839128996289,-0.0408855022160316,-0.646648746266282,-0.861639807332277,0.0911148783741815,0.0981692722691619,1.87004472579677,0,0,-0.95427397739436,-0.458303067419619,0,0,-1.70168342993828,-1.03279555898864,0,0,0,0,-0.757388366650242,-0.447833434956864
2023-07-03,"SFE-M-3","SFE-M",-0.456823623011167,-0.934027711961665,-0.458303067419619,0.999173820888241,1.31536070173599,-0.704015111283582,-1.17196626253266,0.904022593578315,1.86434015210493,-0.00351934328343943,-0.734356646910837,0.84321645052236,-0.548160210437564,-0.126275037226765,-0.544762267266484,0.662835425613126,0.512421229615122,0.566520760107057,0.380648163298335,1.05589263486047,0.754716981132076,0,-0.934027711961665,-0.458303067419619,22.2222222222222,0,-0.928190961784515,-1.03279555898864,0,0,0,0,-0.757388366650242,-0.447833434956864
