"field_date","site_reach","site","reach","green_algae","microcoleus","anabaena","bare_biofilm","other_nfixers","micro_transects","ana_transects","total_transects","percent_micro_transects","percent_ana_transects"
2023-07-03,"SFE-M-2","SFE-M","2",1.3,0,0,98.7,0,0,0,10,0,0
2023-07-10,"SFE-M-2","SFE-M","2",1.3,0,0,98.7,0,1,1,10,0.1,0.1
2023-07-17,"SFE-M-2","SFE-M","2",0.6,0,0,99.4,0,0,1,10,0,0.1
2023-07-24,"SFE-M-2","SFE-M","2",1.36363636363636,0.363636363636364,0,98.2727272727273,0,3,2,11,0.272727272727273,0.181818181818182
2023-07-31,"SFE-M-2","SFE-M","2",1.27272727272727,0,0,98.7272727272727,0,4,4,11,0.363636363636364,0.363636363636364
2023-08-07,"SFE-M-2","SFE-M","2",1.81818181818182,0.181818181818182,0,97.9090909090909,0.0909090909090909,5,3,11,0.454545454545455,0.272727272727273
2023-08-14,"SFE-M-2","SFE-M","2",1.54545454545455,1.81818181818182,0,96.6363636363636,0,5,5,11,0.454545454545455,0.454545454545455
2023-08-22,"SFE-M-2","SFE-M","2",6.27272727272727,0.454545454545455,0,93.1818181818182,0.0909090909090909,11,4,11,1,0.363636363636364
2023-08-28,"SFE-M-2","SFE-M","2",1.09090909090909,2,0,96.9090909090909,0,9,1,11,0.818181818181818,0.0909090909090909
2023-09-04,"SFE-M-2","SFE-M","2",0.636363636363636,1.81818181818182,0,97.5454545454545,0,10,4,11,0.909090909090909,0.363636363636364
2023-09-12,"SFE-M-2","SFE-M","2",1.45454545454545,1,0,97.5454545454545,0,9,0,11,0.818181818181818,0
2023-09-18,"SFE-M-2","SFE-M","2",0,11.6363636363636,0.454545454545455,87.9090909090909,0,9,3,11,0.818181818181818,0.272727272727273
2023-09-24,"SFE-M-2","SFE-M","2",0,16.1818181818182,0,83.8181818181818,0,11,4,11,1,0.363636363636364
2023-06-20,"SFE-M-3","SFE-M","3",2.54545454545455,0,0,97.3636363636364,0.0909090909090909,0,0,11,0,0
2023-06-25,"SFE-M-3","SFE-M","3",0.363636363636364,0,0,98.9090909090909,0.727272727272727,0,0,11,0,0
2023-07-03,"SFE-M-3","SFE-M","3",5.18181818181818,0.181818181818182,0,93.7272727272727,0.909090909090909,2,0,11,0.181818181818182,0
2023-07-10,"SFE-M-3","SFE-M","3",6.90909090909091,0.727272727272727,0,91.4545454545455,0.909090909090909,3,0,11,0.272727272727273,0
2023-07-17,"SFE-M-3","SFE-M","3",2.27272727272727,0.636363636363636,0,96.1818181818182,0.909090909090909,4,2,11,0.363636363636364,0.181818181818182
2023-07-24,"SFE-M-3","SFE-M","3",13.3636363636364,0.909090909090909,0.636363636363636,84.8181818181818,0.272727272727273,4,6,11,0.363636363636364,0.545454545454545
2023-07-31,"SFE-M-3","SFE-M","3",19.2727272727273,1.63636363636364,1.81818181818182,77.0909090909091,0.181818181818182,4,7,11,0.363636363636364,0.636363636363636
2023-08-07,"SFE-M-3","SFE-M","3",7.27272727272727,4.72727272727273,9.90909090909091,77.0909090909091,1,5,7,11,0.454545454545455,0.636363636363636
2023-08-14,"SFE-M-3","SFE-M","3",19.7272727272727,11.0909090909091,14.5454545454545,54.3636363636364,0.272727272727273,6,8,11,0.545454545454545,0.727272727272727
2023-08-22,"SFE-M-3","SFE-M","3",18.8181818181818,13.3636363636364,2.27272727272727,65.3636363636364,0.181818181818182,9,11,11,0.818181818181818,1
2023-08-28,"SFE-M-3","SFE-M","3",26.9090909090909,12.3636363636364,0.181818181818182,60.3636363636364,0.181818181818182,9,6,11,0.818181818181818,0.545454545454545
2023-09-04,"SFE-M-3","SFE-M","3",4.36363636363636,18.8181818181818,0,76.3636363636364,0.454545454545455,5,2,11,0.454545454545455,0.181818181818182
2023-09-12,"SFE-M-3","SFE-M","3",3.36363636363636,17.2727272727273,0,78.9090909090909,0.454545454545455,5,0,11,0.454545454545455,0
2023-09-18,"SFE-M-3","SFE-M","3",5,24.0909090909091,0.272727272727273,70.2727272727273,0.363636363636364,5,5,11,0.454545454545455,0.454545454545455
2023-09-24,"SFE-M-3","SFE-M","3",0,22.7272727272727,0,77.2727272727273,0,5,2,11,0.454545454545455,0.181818181818182
2023-06-20,"SFE-M-4","SFE-M","4",1.54545454545455,0,0,98.4545454545455,0,0,0,11,0,0
2023-06-25,"SFE-M-4","SFE-M","4",4.54545454545455,0,0,95.4545454545455,0,1,0,11,0.0909090909090909,0
2023-07-03,"SFE-M-4","SFE-M","4",15,0,0,85,0,0,0,11,0,0
2023-07-10,"SFE-M-4","SFE-M","4",27.9090909090909,0,0,72.0909090909091,0,0,3,11,0,0.272727272727273
2023-07-17,"SFE-M-4","SFE-M","4",28.9090909090909,0,0.454545454545455,70.6363636363636,0,0,6,11,0,0.545454545454545
2023-07-24,"SFE-M-4","SFE-M","4",27.9090909090909,0,3.90909090909091,68.1818181818182,0,1,9,11,0.0909090909090909,0.818181818181818
2023-07-31,"SFE-M-4","SFE-M","4",22.3636363636364,0,18.9090909090909,58.7272727272727,0,1,8,11,0.0909090909090909,0.727272727272727
2023-08-07,"SFE-M-4","SFE-M","4",24.0909090909091,0,22.2727272727273,53.6363636363636,0,2,7,11,0.181818181818182,0.636363636363636
2023-08-14,"SFE-M-4","SFE-M","4",14.8181818181818,12.9090909090909,14.7272727272727,57.3636363636364,0.181818181818182,8,8,11,0.727272727272727,0.727272727272727
2023-08-22,"SFE-M-4","SFE-M","4",27.3636363636364,3.18181818181818,3.63636363636364,62.9090909090909,2.90909090909091,8,8,11,0.727272727272727,0.727272727272727
2023-08-28,"SFE-M-4","SFE-M","4",26.9090909090909,0,0.181818181818182,68.0909090909091,4.81818181818182,1,1,11,0.0909090909090909,0.0909090909090909
2023-09-04,"SFE-M-4","SFE-M","4",15.3636363636364,0,0,81.6363636363636,3,1,0,11,0.0909090909090909,0
2023-09-12,"SFE-M-4","SFE-M","4",16.2727272727273,0.454545454545455,0,80.9090909090909,2.36363636363636,2,0,11,0.181818181818182,0
2023-09-18,"SFE-M-4","SFE-M","4",0.454545454545455,0.545454545454545,0.181818181818182,96.1818181818182,2.63636363636364,2,2,11,0.181818181818182,0.181818181818182
2023-09-24,"SFE-M-4","SFE-M","4",0.181818181818182,0,0.0909090909090909,96.2727272727273,3.45454545454545,4,1,11,0.363636363636364,0.0909090909090909
2023-06-28,"SAL-1S","SAL","1S",0,0,0,100,0,0,0,11,0,0
2023-07-13,"SAL-1S","SAL","1S",0,2.36363636363636,0,97.6363636363636,0,6,0,11,0.545454545454545,0
2023-07-27,"SAL-1S","SAL","1S",0,8.09090909090909,0,91.9090909090909,0,7,0,11,0.636363636363636,0
2023-08-10,"SAL-1S","SAL","1S",0.272727272727273,16.3636363636364,0,83.3636363636364,0,8,0,11,0.727272727272727,0
2023-06-28,"SAL-2","SAL","2",0,0,0,100,0,0,0,11,0,0
2023-07-13,"SAL-2","SAL","2",0.909090909090909,1.27272727272727,0,97.8181818181818,0,4,0,11,0.363636363636364,0
2023-07-27,"SAL-2","SAL","2",0,2.27272727272727,0,97.7272727272727,0,4,0,11,0.363636363636364,0
2023-08-10,"SAL-2","SAL","2",0.0909090909090909,3.72727272727273,0,96.1818181818182,0,6,0,11,0.545454545454545,0
2023-06-28,"SAL-3","SAL","3",0,0.6,0,99.4,0,3,0,10,0.3,0
2023-07-13,"SAL-3","SAL","3",0.1,0.5,0,99.4,0,4,0,10,0.4,0
2023-07-27,"SAL-3","SAL","3",0,3,0,97,0,4,0,10,0.4,0
2023-08-10,"SAL-3","SAL","3",0,3.5,0,96.5,0,4,0,10,0.4,0
